FazendaNome,Data,Metragem,DensidadeSeca,Umidade,PlacaVeiculo,MotoristaVeiculo,PesoBruto
MAPAL,2022-04-04,75.44,246.951,4.32,60,149.0,29330.0
MAPAL,2022-04-07,75.25,252.359,4.99,60,149.0,29810.0
MAPAL,2022-04-16,78.07,247.854,8.49,60,149.0,30120.0
MAPAL,2022-04-23,53.08,284.099,6.04,1927,150.0,30630.0
MAPAL,2022-05-03,76.5,254.902,5.58,60,149.0,30100.0
MAPAL,2022-05-17,77.12,288.352,16.61,60,149.0,33890.0
MAPAL,2022-05-21,48.46,338.115,26.76,60,149.0,30040.0
MAPAL,2022-09-08,80.0,253.625,6.99,60,149.0,30960.0
MAPAL,2022-11-15,79.26,265.582,5.42,60,149.0,31800.0
MAPAL,2022-11-28,77.2,255.44,3.29,60,149.0,30590.0
MAPAL,2022-12-05,78.41,226.757,4.11,60,149.0,28650.0
MAPAL,2023-01-12,79.22,240.848,3.42,60,149.0,29960.0
MAPAL,2023-01-16,78.83,249.905,4.87,60,149.0,30520.0
MAPAL,2023-01-19,77.89,239.954,2.51,60,149.0,29380.0
MAPAL,2023-01-21,78.84,239.219,4.16,60,149.0,29790.0
MAPAL,2023-01-26,77.36,235.393,3.79,60,149.0,29170.0
MAPAL,2023-01-27,79.2,234.343,4.46,60,149.0,29450.0
MAPAL,2023-04-16,78.11,241.838,4.16,60,149.0,29720.0
MAPAL,2023-07-22,118.72,287.989,5.39,1927,150.0,55830.0
MAPAL,2023-07-27,78.14,278.475,3.7,60,149.0,32670.0
MAPAL,2024-08-17,73.67,258.178,1.99,60,5425.0,29680.0
MAPAL,2024-08-18,75.2,246.941,5.39,60,5425.0,29190.0
MAPAL,2024-08-19,72.86,243.206,4.24,60,5425.0,28290.0
MAPAL,2024-09-14,66.0,278.333,4.15,812,5425.0,29140.0
MAPAL,2024-09-21,70.2,237.179,2.75,60,5425.0,27290.0
MAPAL,2024-09-22,72.3,238.313,3.23,60,5425.0,27900.0
MAPAL,2024-10-03,113.9,263.652,4.33,7727,149.0,52420.0
MAPAL,2024-10-04,115.4,271.924,6.3,7727,149.0,53720.0
MAPAL,2024-10-06,93.87,261.958,3.68,7727,149.0,47040.0
MAPAL,2022-08-03,73.5,333.605,9.3,60,149.0,35280.0
MAPAL,2022-11-25,78.31,253.48,2.46,60,149.0,30480.0
MAPAL,2024-12-02,43.33,490.143,23.26,7727,149.0,46390.0
MAPAL,2021-04-15,104.49,295.722,2.4,1927,150.0,52330.0
MAPAL,2022-12-07,77.12,259.595,4.12,60,149.0,30720.0
MAPAL,2023-01-10,78.79,236.959,3.85,60,149.0,29510.0
MAPAL,2023-01-11,79.16,249.242,3.67,60,149.0,30540.0
MAPAL,2022-01-16,122.0,244.344,3.67,1927,150.0,51170.0
MAPAL,2020-05-24,70.0,278.667,12.2,421,4178.0,41030.0
MAPAL,2020-07-06,123.5,230.341,5.68,421,4178.0,50090.0
MAPAL,2020-08-03,110.1,274.226,2.22,421,4178.0,52910.0
MAPAL,2020-09-02,123.0,240.842,4.6,421,4178.0,51490.0
MAPAL,2020-10-17,116.7,241.637,2.56,421,4178.0,50200.0
MAPAL,2020-10-19,118.0,258.33,2.71,421,4178.0,52360.0
MAPAL,2020-11-01,120.0,245.046,4.52,421,4178.0,50940.0
MAPAL,2020-11-17,119.3,240.754,3.98,421,4178.0,51060.0
MAPAL,2020-11-18,118.3,250.525,6.98,421,4178.0,51480.0
MAPAL,2020-11-22,123.37,254.547,3.59,421,4178.0,52910.0
MAPAL,2020-11-23,117.92,242.568,2.63,421,4178.0,50160.0
MAPAL,2020-11-26,116.0,267.456,5.58,421,4178.0,52990.0
MAPAL,2020-11-28,117.0,256.37,3.9,421,4178.0,51490.0
MAPAL,2020-12-02,116.45,255.519,4.68,421,4178.0,51000.0
MAPAL,2020-12-09,120.8,236.686,5.57,421,4178.0,49850.0
MAPAL,2020-12-11,120.2,242.061,4.15,421,4178.0,50930.0
MAPAL,2020-12-18,113.2,238.032,4.04,421,4178.0,48750.0
MAPAL,2021-01-23,122.2,241.182,5.77,421,4178.0,51500.0
MAPAL,2021-01-30,117.5,262.166,7.87,421,4178.0,53270.0
MAPAL,2021-02-05,121.9,258.025,4.59,421,4178.0,53410.0
MAPAL,2021-02-06,116.5,271.591,5.43,421,4178.0,53190.0
MAPAL,2021-02-07,115.5,245.686,6.08,421,4178.0,50470.0
MAPAL,2021-02-13,112.0,246.964,4.05,421,4178.0,48810.0
MAPAL,2021-02-14,117.0,245.556,5.97,421,4178.0,50010.0
MAPAL,2021-02-19,113.2,255.389,4.24,421,4178.0,50620.0
MAPAL,2021-02-20,114.0,247.895,4.03,421,4178.0,49820.0
MAPAL,2021-03-03,113.0,253.363,5.01,421,4178.0,49880.0
MAPAL,2021-03-06,115.9,274.461,9.7,421,4178.0,53290.0
MAPAL,2021-03-12,120.2,258.236,3.92,1927,150.0,52560.0
MAPAL,2021-03-13,120.5,249.793,4.08,1927,150.0,51710.0
MAPAL,2021-03-13,120.5,259.585,3.07,1927,150.0,53020.0
MAPAL,2021-03-19,118.0,279.576,6.69,1927,150.0,54590.0
MAPAL,2021-03-19,118.3,263.567,6.72,1927,150.0,52770.0
MAPAL,2021-03-21,120.0,267.917,4.96,1927,150.0,53800.0
MAPAL,2021-03-24,113.0,258.496,5.63,1927,150.0,50830.0
MAPAL,2021-03-25,111.5,265.919,3.82,1927,150.0,51010.0
MAPAL,2021-03-27,119.0,268.655,3.87,1927,150.0,53280.0
MAPAL,2021-03-29,118.0,258.898,5.6,1927,150.0,52230.0
MAPAL,2021-03-30,119.8,251.336,4.75,1927,150.0,51610.0
MAPAL,2021-04-10,122.0,242.295,4.25,1927,150.0,51050.0
MAPAL,2021-04-15,119.5,253.891,6.65,1927,150.0,51850.0
MAPAL,2021-04-17,119.5,261.088,5.9,1927,150.0,52510.0
MAPAL,2021-04-17,120.5,262.988,5.23,1927,150.0,52990.0
MAPAL,2021-04-21,118.0,247.542,3.93,1927,150.0,50500.0
MAPAL,2021-04-25,118.0,229.492,4.14,1927,150.0,48410.0
MAPAL,2021-06-01,113.45,243.455,4.51,1927,150.0,49190.0
MAPAL,2021-06-05,115.5,252.9,4.24,1927,150.0,50440.0
MAPAL,2021-06-11,119.02,270.459,9.55,1927,150.0,54100.0
MAPAL,2021-06-27,116.31,236.609,5.7,1927,150.0,49060.0
MAPAL,2021-07-01,114.85,220.81,5.5,1927,150.0,47350.0
MAPAL,2021-07-02,115.19,237.347,3.79,1927,150.0,48900.0
MAPAL,2021-07-05,113.56,239.257,2.96,1927,150.0,48660.0
MAPAL,2021-07-05,116.3,213.328,4.7,1927,150.0,46580.0
MAPAL,2021-07-06,116.47,221.345,2.39,1927,150.0,47220.0
MAPAL,2021-07-06,110.0,244.455,3.77,1927,150.0,48600.0
MAPAL,2021-07-09,118.59,228.434,3.56,1927,150.0,48920.0
MAPAL,2021-07-15,111.96,217.131,5.51,1927,150.0,45820.0
MAPAL,2021-08-14,116.8,246.318,4.68,1927,150.0,50150.0
MAPAL,2021-08-15,118.8,237.121,4.9,1927,150.0,49650.0
MAPAL,2021-08-19,112.8,249.291,3.96,1927,150.0,49340.0
MAPAL,2021-08-26,111.93,264.362,2.39,1927,150.0,50820.0
MAPAL,2021-08-27,116.5,260.172,4.24,1927,150.0,51850.0
MAPAL,2021-09-07,116.0,255.603,3.2,1927,150.0,51260.0
MAPAL,2021-09-09,114.06,251.797,3.87,1927,150.0,50060.0
MAPAL,2021-09-20,114.0,240.0,3.45,1927,150.0,48930.0
MAPAL,2021-09-20,112.0,258.482,2.99,421,150.0,50390.0
MAPAL,2021-09-30,116.46,251.932,1.49,1927,150.0,50600.0
MAPAL,2021-10-03,115.86,255.136,3.65,1927,150.0,50750.0
MAPAL,2021-10-05,113.6,271.831,6.66,1927,150.0,52620.0
MAPAL,2021-10-09,115.53,261.491,5.07,1927,150.0,51640.0
MAPAL,2021-10-14,117.5,227.319,2.6,1927,150.0,48450.0
MAPAL,2021-10-14,114.0,256.491,4.61,1927,150.0,50630.0
MAPAL,2021-10-15,112.8,269.415,6.76,1927,150.0,52000.0
MAPAL,2021-10-17,118.45,263.421,14.32,1927,150.0,53400.0
MAPAL,2021-10-21,116.18,239.37,6.12,1927,150.0,49040.0
MAPAL,2021-10-27,116.0,248.448,4.74,1927,150.0,50070.0
MAPAL,2021-10-31,118.2,226.734,3.11,1927,150.0,47980.0
MAPAL,2021-11-02,114.5,246.55,2.66,1927,150.0,49360.0
MAPAL,2021-11-15,116.83,255.157,2.52,1927,150.0,51630.0
MAPAL,2021-12-13,115.1,253.92,14.1,1927,150.0,51810.0
MAPAL,2021-12-18,115.0,262.348,7.84,1927,150.0,51940.0
MAPAL,2021-12-19,118.33,266.796,9.02,1927,150.0,53200.0
MAPAL,2021-12-20,114.8,248.78,4.49,1927,150.0,50110.0
MAPAL,2021-12-23,113.5,265.815,7.75,1927,150.0,51700.0
MAPAL,2021-12-25,116.73,255.804,5.89,1927,150.0,51370.0
MAPAL,2021-12-25,117.0,264.188,5.44,1927,150.0,52450.0
MAPAL,2021-12-26,115.5,278.095,4.96,1927,150.0,53570.0
MAPAL,2021-12-26,120.2,266.722,4.36,1927,150.0,53620.0
MAPAL,2021-12-27,114.8,266.289,5.06,1927,150.0,52210.0
MAPAL,2021-12-31,117.0,266.325,6.29,1927,150.0,52740.0
MAPAL,2022-01-01,117.1,269.599,4.3,1927,150.0,53090.0
MAPAL,2022-01-02,116.3,247.206,3.39,1927,150.0,50400.0
MAPAL,2022-01-02,117.5,258.043,4.0,1927,150.0,51850.0
MAPAL,2022-01-15,113.62,262.014,4.01,1927,150.0,51200.0
MAPAL,2022-01-20,114.5,246.376,4.59,1927,150.0,49600.0
MAPAL,2022-01-21,115.3,256.635,4.43,1927,150.0,50940.0
MAPAL,2022-01-23,113.1,256.764,3.88,1927,150.0,50340.0
MAPAL,2022-01-25,118.03,269.677,7.58,1927,150.0,53580.0
MAPAL,2022-01-29,111.0,258.468,4.82,1927,150.0,50590.0
MAPAL,2022-02-01,118.6,252.445,3.12,1927,150.0,51520.0
MAPAL,2022-02-05,116.8,249.658,4.83,1927,150.0,50660.0
MAPAL,2022-02-06,115.1,253.692,4.93,1927,150.0,50700.0
MAPAL,2022-02-10,114.8,254.53,3.42,1927,150.0,50670.0
MAPAL,2022-02-11,114.5,253.974,4.21,1927,150.0,50610.0
MAPAL,2022-02-15,113.5,258.414,3.21,1927,150.0,50970.0
MAPAL,2022-03-05,114.7,285.702,6.92,1927,150.0,54610.0
MAPAL,2022-03-18,115.48,258.053,5.89,1927,150.0,51270.0
MAPAL,2022-03-19,115.92,288.82,10.23,1927,150.0,55250.0
MAPAL,2022-03-23,116.38,251.332,5.81,1927,150.0,51070.0
MAPAL,2022-04-12,121.82,236.496,4.78,1927,150.0,50150.0
MAPAL,2022-05-01,119.3,253.982,5.96,1927,150.0,51810.0
MAPAL,2022-05-03,119.49,247.719,4.26,1927,150.0,51120.0
MAPAL,2022-05-10,120.73,229.106,8.3,1927,150.0,49270.0
MAPAL,2022-07-31,119.76,314.88,8.8,1927,150.0,59500.0
MAPAL,2020-05-23,58.1,290.676,7.2,421,4178.0,38470.0
MAPAL,2020-06-02,116.6,271.058,4.65,421,4178.0,54570.0
MAPAL,2020-06-04,118.15,281.918,9.8,421,4178.0,56100.0
MAPAL,2020-06-10,100.0,247.283,6.09,421,4178.0,46370.0
MAPAL,2020-06-13,119.5,285.496,4.46,421,4178.0,55990.0
MAPAL,2020-06-19,118.5,283.217,4.26,421,4178.0,57260.0
MAPAL,2020-06-23,118.6,258.562,3.59,421,4178.0,52810.0
MAPAL,2020-06-29,110.0,287.18,6.47,421,4178.0,53810.0
MAPAL,2020-07-07,127.0,218.333,5.02,421,4178.0,49150.0
MAPAL,2020-07-09,122.1,229.994,4.45,421,4178.0,50450.0
MAPAL,2020-07-11,116.0,224.988,3.41,421,4178.0,47350.0
MAPAL,2020-07-13,122.0,227.734,4.82,421,4178.0,48850.0
MAPAL,2020-07-14,121.0,229.907,6.18,421,4178.0,49090.0
MAPAL,2020-07-16,125.0,233.859,6.81,421,4178.0,50490.0
MAPAL,2020-07-21,123.5,218.138,3.09,421,4178.0,47770.0
MAPAL,2020-07-25,113.4,258.651,3.35,421,4178.0,51390.0
MAPAL,2020-07-26,114.0,250.171,3.94,421,4178.0,49970.0
MAPAL,2020-07-27,122.0,228.144,4.71,421,4178.0,48670.0
MAPAL,2020-07-28,113.5,243.419,3.61,421,4178.0,49230.0
MAPAL,2020-07-29,110.0,258.703,3.94,421,4178.0,50120.0
MAPAL,2020-07-30,104.0,283.821,5.38,421,4178.0,51480.0
MAPAL,2020-08-01,114.0,253.299,6.55,421,4178.0,50460.0
MAPAL,2020-08-06,106.0,261.255,14.12,421,4178.0,49330.0
MAPAL,2020-08-06,120.5,254.819,4.21,421,4178.0,52200.0
MAPAL,2020-08-07,122.8,257.569,3.78,421,4178.0,53970.0
MAPAL,2020-08-10,122.5,268.488,4.18,421,4178.0,56170.0
MAPAL,2020-08-11,110.0,248.2,2.53,421,4178.0,49940.0
MAPAL,2020-08-13,122.5,248.309,4.25,421,4178.0,55900.0
MAPAL,2020-08-14,119.0,256.796,3.05,421,4178.0,53360.0
MAPAL,2020-08-15,121.5,269.751,3.59,421,4178.0,55090.0
MAPAL,2020-08-19,118.0,267.017,8.57,421,4178.0,54350.0
MAPAL,2020-08-20,97.0,279.305,18.97,421,4178.0,52790.0
MAPAL,2020-08-21,107.0,251.463,19.35,421,4178.0,51550.0
MAPAL,2020-08-22,102.4,270.366,11.61,421,4178.0,49660.0
MAPAL,2020-08-24,116.5,247.97,2.52,421,4178.0,50260.0
MAPAL,2020-08-26,120.0,241.703,3.0,421,4178.0,50480.0
MAPAL,2020-08-30,122.0,248.041,3.9,421,4178.0,51720.0
MAPAL,2020-09-01,119.0,260.111,4.7,421,4178.0,52880.0
MAPAL,2020-09-05,124.5,234.398,4.35,421,4178.0,50780.0
MAPAL,2020-09-07,119.0,232.24,3.72,421,4178.0,49390.0
MAPAL,2020-09-11,124.5,213.529,2.72,421,4178.0,47880.0
MAPAL,2020-09-16,124.4,223.118,3.34,421,4178.0,48810.0
MAPAL,2020-09-19,122.5,253.436,2.68,421,4178.0,52570.0
MAPAL,2020-09-20,121.0,259.782,4.88,421,4178.0,52570.0
MAPAL,2020-09-21,122.4,256.158,6.59,421,4178.0,54200.0
MAPAL,2020-09-22,118.8,242.596,6.47,421,4178.0,51420.0
MAPAL,2020-09-24,120.2,256.964,2.66,421,4178.0,52760.0
MAPAL,2020-09-28,112.5,263.134,3.39,421,4178.0,51950.0
MAPAL,2020-09-30,99.15,271.342,5.14,421,4178.0,48170.0
MAPAL,2020-10-05,116.54,265.03,3.32,421,4178.0,53700.0
MAPAL,2020-10-08,124.7,266.35,2.4,2743,3152.0,52980.0
MAPAL,2020-10-14,109.3,253.224,2.24,421,4178.0,49680.0
MAPAL,2020-10-15,109.0,269.399,4.28,421,4178.0,51160.0
MAPAL,2020-10-16,120.2,240.076,5.24,421,4178.0,51220.0
MAPAL,2020-10-20,114.8,250.143,5.0,421,4178.0,50980.0
MAPAL,2020-10-27,116.3,273.526,12.02,421,4178.0,53990.0
MAPAL,2020-10-30,105.51,273.198,17.53,421,4178.0,52750.0
MAPAL,2020-10-30,115.5,277.253,11.36,421,4178.0,53770.0
MAPAL,2020-11-03,115.8,257.096,2.58,421,4178.0,51620.0
MAPAL,2020-11-04,111.5,257.121,3.61,421,4178.0,50180.0
MAPAL,2020-11-06,115.0,253.148,3.49,421,4178.0,51160.0
MAPAL,2020-11-13,115.34,255.748,6.83,421,4178.0,51770.0
MAPAL,2020-11-13,119.0,243.489,4.49,421,4178.0,51020.0
MAPAL,2020-11-16,117.1,257.686,6.71,421,4178.0,51900.0
MAPAL,2020-11-19,117.8,245.923,5.31,421,4178.0,51740.0
MAPAL,2020-11-20,114.0,260.27,2.45,421,4178.0,51650.0
MAPAL,2020-11-21,120.2,262.404,4.56,421,4178.0,53780.0
MAPAL,2020-12-24,102.15,250.652,5.45,421,4178.0,47580.0
MAPAL,2021-04-13,89.0,267.191,4.63,1927,150.0,45390.0
MAPAL,2022-02-02,120.63,244.964,3.81,1927,150.0,51030.0
MAPAL,2022-02-08,115.5,248.398,4.92,1927,150.0,50290.0
MAPAL,2022-02-12,114.5,253.974,3.22,1927,150.0,50600.0
MAPAL,2022-02-26,117.4,259.114,4.92,1927,150.0,52090.0
MAPAL,2022-02-27,116.2,254.733,4.51,1927,150.0,51340.0
MAPAL,2022-03-08,115.0,252.783,3.45,1927,150.0,50640.0
MAPAL,2022-03-20,116.5,274.335,10.12,1927,150.0,53470.0
MAPAL,2022-04-09,119.12,247.314,6.6,1927,150.0,50730.0
MAPAL,2022-04-30,121.41,245.532,7.44,1927,150.0,51320.0
MAPAL,2022-05-04,118.0,276.61,8.96,1927,150.0,54230.0
MAPAL,2022-05-06,119.17,236.637,4.97,1927,150.0,49670.0
MAPAL,2022-05-11,101.31,249.136,5.9,1927,150.0,47000.0
MAPAL,2022-05-13,117.28,281.719,4.97,1927,150.0,54790.0
MAPAL,2022-08-06,118.0,343.196,15.84,1927,150.0,63840.0
MAPAL,2022-08-14,121.79,242.056,5.22,1927,150.0,51360.0
MAPAL,2022-08-19,122.02,237.42,6.2,1927,150.0,50990.0
MAPAL,2022-08-20,119.17,256.356,5.13,1927,150.0,52330.0
MAPAL,2022-08-26,113.86,253.82,5.82,2350,1517.0,52630.0
MAPAL,2022-08-28,119.5,324.686,7.76,2350,1517.0,62490.0
MAPAL,2022-09-02,121.0,257.769,3.34,1927,150.0,52820.0
MAPAL,2022-09-05,121.5,271.852,6.09,1927,150.0,54570.0
MAPAL,2022-09-07,121.5,240.576,4.44,1927,150.0,50810.0
MAPAL,2022-09-10,123.2,238.312,2.93,1927,150.0,50920.0
MAPAL,2022-09-15,123.5,246.397,4.73,1927,150.0,52530.0
MAPAL,2022-09-22,122.5,245.224,4.43,2350,1517.0,53580.0
MAPAL,2022-09-28,119.18,298.518,16.14,1927,150.0,59270.0
MAPAL,2022-10-11,118.87,249.096,6.35,1927,150.0,51400.0
MAPAL,2022-10-15,120.53,227.91,3.59,1927,150.0,49510.0
MAPAL,2022-10-16,123.47,247.995,6.27,1927,150.0,52470.0
MAPAL,2022-10-20,123.52,212.03,4.79,1927,150.0,48110.0
MAPAL,2022-10-28,123.01,243.232,7.02,1927,150.0,51830.0
MAPAL,2022-10-28,120.71,241.902,4.57,1927,150.0,51010.0
MAPAL,2022-11-02,120.51,228.944,3.62,1927,150.0,49300.0
MAPAL,2022-11-03,121.64,234.873,3.98,1927,150.0,50250.0
MAPAL,2022-11-05,121.41,231.447,4.25,1927,150.0,50250.0
MAPAL,2022-11-08,121.26,241.052,3.11,1927,150.0,51210.0
MAPAL,2022-12-10,122.0,214.836,5.31,1927,150.0,48320.0
MAPAL,2022-12-12,121.85,244.153,3.62,1927,150.0,52170.0
MAPAL,2022-12-13,121.06,230.547,4.03,1927,150.0,50230.0
MAPAL,2022-12-14,122.81,248.107,3.02,1927,150.0,52670.0
MAPAL,2022-12-16,120.56,251.742,2.67,1927,150.0,52470.0
MAPAL,2022-12-19,119.54,264.263,4.73,1927,150.0,53620.0
MAPAL,2022-12-20,119.41,210.703,4.03,1927,150.0,47150.0
MAPAL,2022-12-21,122.64,247.146,3.63,1927,150.0,52330.0
MAPAL,2022-12-30,119.76,225.2,3.44,1927,150.0,49040.0
MAPAL,2022-12-31,123.4,244.084,3.44,2350,1517.0,54620.0
MAPAL,2023-01-04,116.13,282.873,5.54,1927,150.0,55700.0
MAPAL,2023-01-15,121.42,248.971,5.06,1927,150.0,52250.0
MAPAL,2023-01-21,121.38,236.859,5.65,1927,150.0,51000.0
MAPAL,2023-01-30,121.36,219.347,4.96,1927,150.0,48490.0
MAPAL,2023-01-31,122.15,220.712,4.36,1927,150.0,49330.0
MAPAL,2023-02-02,122.57,224.77,5.34,1927,150.0,49520.0
MAPAL,2023-02-08,120.39,240.302,4.22,1927,150.0,50730.0
MAPAL,2023-02-09,119.52,231.175,4.42,1927,150.0,49820.0
MAPAL,2023-02-11,123.26,227.73,5.28,2350,1517.0,52210.0
MAPAL,2023-02-17,120.91,266.975,7.06,1927,150.0,54420.0
MAPAL,2023-02-17,123.06,235.414,5.91,2350,1517.0,53390.0
MAPAL,2023-02-18,121.45,272.952,5.52,1927,150.0,55150.0
MAPAL,2023-02-23,121.56,226.143,7.23,1927,150.0,49700.0
MAPAL,2023-02-25,121.12,225.231,4.26,1927,150.0,49370.0
MAPAL,2023-03-06,119.68,248.747,4.68,1927,150.0,51860.0
MAPAL,2023-03-06,122.51,257.775,4.15,1927,150.0,53550.0
MAPAL,2023-03-09,121.43,262.538,3.91,1927,150.0,53800.0
MAPAL,2023-03-09,124.79,246.574,4.99,2350,1517.0,54830.0
MAPAL,2023-03-11,121.93,251.374,4.41,1927,150.0,52920.0
MAPAL,2023-03-15,119.36,270.275,5.5,1927,150.0,54290.0
MAPAL,2023-03-22,120.88,265.304,7.65,1927,150.0,54380.0
MAPAL,2023-04-13,124.17,244.987,5.59,2350,1517.0,54690.0
MAPAL,2023-05-14,120.96,252.149,4.58,1927,150.0,52460.0
MAPAL,2023-06-06,121.86,259.97,4.85,1927,150.0,53830.0
MAPAL,2023-07-22,121.48,254.774,5.18,1927,150.0,53100.0
MAPAL,2023-07-26,119.58,280.565,4.75,1927,150.0,55070.0
MAPAL,2023-08-06,121.11,274.792,5.27,1927,150.0,54840.0
MAPAL,2023-08-17,119.72,205.547,31.67,2350,1517.0,54110.0
MAPAL,2020-06-25,69.5,225.467,4.8,60,149.0,25350.0
MAPAL,2020-09-09,62.0,266.699,5.35,421,4178.0,38260.0
MAPAL,2020-09-17,121.2,255.522,3.77,2517,1381.0,49840.0
